Titel,Beschreibung,Breitengrad,Längengrad,Exakte Koordinaten,Adresse,Datei,Titel.1,Beschreibung.1,Quelle,Urheber:in,Referenz,Title,Description,Periode,Urheber,Technik,Country,Region,City,Lat,Lon,Coord-Quality-Score,Fallback,Ext-Calls,Deviation_km
"Weggis, Vierwaldstättersee, Teilansicht",Frontansicht eines Dampfschiffs auf dem Vierwaldstättersee bei Weggis,47.0322545,8.4346408,Nein,Weggis,lcmt-nabi-pctmp_ead_wehr_7974-B_pctmp.jpg,1909-05,,helveticarchives.org,Artur Wehrli,https://commons.wikimedia.org/entity/M144445462,"Weggis, Vierwaldstättersee, Teilansicht",Frontansicht eines Dampfschiffs auf dem Vierwaldstättersee bei Weggis,1909-1905,Artur Wehrli,,Switzerland,Kanton Luzern,Weggis,46.9819,8.48,5,False,0,6.57
"Vitznau, Ortsgesamtansicht",Blick auf Vitznau und den Bürgenstock,47.0091184,8.4846569,Nein,Vitznau,lcmt-nabi-pctmp_ead_wehr_7975-B_pctmp.jpg,1909-05,,helveticarchives.org,Artur Wehrli,https://commons.wikimedia.org/entity/M144445444,"Vitznau, Ortsgesamtansicht",Blick auf Vitznau und den Bürgenstock,1909-1905,Artur Wehrli,,Switzerland,Kanton Luzern,Vitznau,47.01014,8.4842,3,True,0,0.12
"Vitznau, Ortsgesamtansicht","Gesamtansicht von Vitznau vom Berg aus gegen Weggis, im Vordergrund ein Baum, im Hintergrund der Vierwaldstättersee",47.0091184,8.4846569,Nein,Vitznau,lcmt-nabi-pctmp_ead_wehr_7976-B_pctmp.jpg,1909-05,,helveticarchives.org,Artur Wehrli,https://commons.wikimedia.org/entity/M144445422,"Vitznau, Ortsgesamtansicht","Gesamtansicht von Vitznau vom Berg aus gegen Weggis, im Vordergrund ein Baum, im Hintergrund der Vierwaldstättersee",1909-1905,Artur Wehrli,,Switzerland,Kanton Luzern,Vitznau,47.01014,8.4842,3,True,0,0.12
"Bürgenstock, Gesamtansicht",Blick von Vitznau auf den Bürgenstock,47.0091184,8.4846569,Nein,Vitznau,lcmt-nabi-pctmp_ead_wehr_7977-B_pctmp.jpg,1909-05,,helveticarchives.org,Artur Wehrli,https://commons.wikimedia.org/entity/M144445399,"Bürgenstock, Gesamtansicht",Blick von Vitznau auf den Bürgenstock,1909-1905,Artur Wehrli,,Switzerland,Kanton Luzern,Vitznau,46.9972,8.3985,5,False,0,6.67
"Bürgenstock, Gesamtansicht",Blick von Vitznau auf den Bürgenstock,47.0091184,8.4846569,Nein,Vitznau,lcmt-nabi-pctmp_ead_wehr_7978-B_pctmp.jpg,1909-05,,helveticarchives.org,Artur Wehrli,https://commons.wikimedia.org/entity/M144445385,"Bürgenstock, Gesamtansicht",Blick von Vitznau auf den Bürgenstock,1909-1905,Artur Wehrli,,Switzerland,Kanton Luzern,Vitznau,46.9972,8.3985,5,False,0,6.67
"Vierwaldstättersee, Dampfschiff 'Germania', Gesamtaussenansicht",Seitenansicht des Dampfers 'Germania' auf dem Vierwaldstättersee,46.9854161,8.4988048,Nein,Vierwaldstättersee,lcmt-nabi-pctmp_ead_wehr_7979-B_pctmp.jpg,1909-05,,helveticarchives.org,Artur Wehrli,https://commons.wikimedia.org/entity/M144445363,"Vierwaldstättersee, Dampfschiff 'Germania', Gesamtaussenansi",Seitenansicht des Dampfers 'Germania' auf dem Vierwaldstättersee,1909-1905,Artur Wehrli,,Switzerland,,Vierwaldstättersee,46.9819,8.48,5,False,0,1.48
"Vierwaldstättersee, Dampfschiff 'Schiller', Gesamtaussenansicht",Seitenansicht des Dampfers 'Schiller' auf dem Vierwaldstättersee,46.9854161,8.4988048,Nein,Vierwaldstättersee,lcmt-nabi-pctmp_ead_wehr_7980-B_pctmp.jpg,1909-05,,helveticarchives.org,Artur Wehrli,https://commons.wikimedia.org/entity/M144445332,"Vierwaldstättersee, Dampfschiff 'Schiller', Gesamtaussenansi",Seitenansicht des Dampfers 'Schiller' auf dem Vierwaldstättersee,1909-1905,Artur Wehrli,,Switzerland,,Vierwaldstättersee,46.9819,8.48,5,False,0,1.48
"Vierwaldstättersee, Dampfschiff 'Uri', Gesamtaussenansicht",Seitenansicht des Dampfers 'Uri' auf dem Vierwaldstättersee,46.9854161,8.4988048,Nein,Vierwaldstättersee,lcmt-nabi-pctmp_ead_wehr_7982-B_pctmp.jpg,1909-05,,helveticarchives.org,Artur Wehrli,https://commons.wikimedia.org/entity/M144445305,"Vierwaldstättersee, Dampfschiff 'Uri', Gesamtaussenansicht",Seitenansicht des Dampfers 'Uri' auf dem Vierwaldstättersee,1909-1905,Artur Wehrli,,Switzerland,,Vierwaldstättersee,46.9819,8.48,5,False,0,1.48
"Stans, Beinhaus, Teilinnenansicht",Blick auf beschriftete Wand und Regal mit Totenköpfen im Beinhaus Stans.,46.9570611,8.3661026,Nein,Stans,lcmt-nabi-pctmp_ead_wehr_7983-B_pctmp.jpg,1909-05,,helveticarchives.org,Jean Gaberell,https://commons.wikimedia.org/entity/M144445285,"Stans, Beinhaus, Teilinnenansicht",Blick auf beschriftete Wand und Regal mit Totenköpfen im Beinhaus Stans.,1909-1905,Jean Gaberell,,Switzerland,Kanton Nidwalden,Stans,46.9569775,8.3652561,4,False,1,0.06
"Schweiz, Landschaft [Lokalisierung unsicher]","Blühende Wiese, bewölkter Himmel",46.7985624,8.2319736,Nein,Schweiz,lcmt-nabi-pctmp_ead_wehr_7984-B_pctmp.jpg,1909-05,,helveticarchives.org,Artur Wehrli,https://commons.wikimedia.org/entity/M144445259,"Schweiz, Landschaft [Lokalisierung unsicher]","Blühende Wiese, bewölkter Himmel",1909-1905,Artur Wehrli,,Switzerland,,Schweiz,,,0,False,0,
"Davos, Ortsgesamtansicht",Ansicht von Davos im Winter,46.796198,9.8236892,Nein,Davos,lcmt-nabi-pctmp_ead_wehr_7985-B_pctmp.jpg,circa 1908,,helveticarchives.org,Jakob Sigrist,https://commons.wikimedia.org/entity/M144445241,"Davos, Ortsgesamtansicht",Ansicht von Davos im Winter,1908,Jakob Sigrist,,Switzerland,Kanton Graubünden,Davos,46.80429,9.83723,3,True,0,1.37
"Davos, Ortsgesamtansicht",Davos (Winter),46.796198,9.8236892,Nein,Davos,lcmt-nabi-pctmp_ead_wehr_7987-B_pctmp.jpg,circa 1908,,helveticarchives.org,Jakob Sigrist,https://commons.wikimedia.org/entity/M144445202,"Davos, Ortsgesamtansicht",Davos (Winter),1908,Jakob Sigrist,,Switzerland,Kanton Graubünden,Davos,46.80429,9.83723,3,True,0,1.37
"Davos, Sanatorium Alexandra, Teilaussenansicht","Blick auf das Alexandra Sanatorium (später auch thurgauisch-schaffhausische Heilstätte) auf einer Anhöhe, umgeben von Wald",46.8065596,9.8381801,Nein,Davos Dorf,lcmt-nabi-pctmp_ead_wehr_7988-B_pctmp.jpg,circa 1908,,helveticarchives.org,Jakob Sigrist,https://commons.wikimedia.org/entity/M144445183,"Davos, Sanatorium Alexandra, Teilaussenansicht","Blick auf das Alexandra Sanatorium (später auch thurgauisch-schaffhausische Heilstätte) auf einer Anhöhe, umgeben von Wald",1908,Jakob Sigrist,,Switzerland,Kanton Graubünden,Davos Dorf,46.80826,9.83929,3,True,0,0.21
"Davos-Platz, Sanatorium Queen Alexandra, Gesamtaussenansicht",Blick von erhöhter Lage (vom Gemsjäger aus) auf Davos und das Sanatorium Alexandra (spätere Thurgauisch-Schaffhausische Heilstätte) ; im Hintergrund sind das Muohetta und Tinzenhorn zu sehen,46.7917679,9.8210273,Nein,Davos Platz,lcmt-nabi-pctmp_ead_wehr_7989-B_crop_pctmp.jpg,circa 1908,,helveticarchives.org,Jakob Sigrist,https://commons.wikimedia.org/entity/M157711840,"Davos-Platz, Sanatorium Queen Alexandra",Blick von erhöhter Lage (vom Gemsjäger aus) auf Davos und das Sanatorium Alexandra (spätere Thurgauisch-Schaffhausische Heilstätte) ; im Hintergrund sind das Muohetta und Tinzenhorn zu sehen,1908,Jakob S,,Switzerland,Kanton Graubünden,Davos Platz,46.79608,9.81756,3,True,0,0.55
"Davos-Platz, Sanatorium Queen Alexandra, Gesamtaussenansicht",Blick von erhöhter Lage (vom Gemsjäger aus) auf Davos und das Sanatorium Alexandra (spätere Thurgauisch-Schaffhausische Heilstätte) ; im Hintergrund sind das Muohetta und Tinzenhorn zu sehen,46.7917679,9.8210273,Nein,Davos Platz,lcmt-nabi-pctmp_ead_wehr_7989-B_pctmp.jpg,circa 1908,,helveticarchives.org,Jakob Sigrist,https://commons.wikimedia.org/entity/M144445112,"Davos-Platz, Sanatorium Queen Alexandra",Blick von erhöhter Lage (vom Gemsjäger aus) auf Davos und das Sanatorium Alexandra (spätere Thurgauisch-Schaffhausische Heilstätte) ; im Hintergrund sind das Muohetta und Tinzenhorn zu sehen,1908,Jakob Sigris,,Switzerland,Kanton Graubünden,Davos Platz,46.79608,9.81756,3,True,0,0.55
"Montreux, Ortsteilansicht",Blick von Osten auf Montreux und das Genferseeufer,46.4310831,6.9129921,Nein,Montreux,lcmt-nabi-pctmp_ead_wehr_7992-B_pctmp.jpg,1909-05,,helveticarchives.org,Jean Gaberell,https://commons.wikimedia.org/entity/M144444989,"Montreux, Ortsteilansicht",Blick von Osten auf Montreux und das Genferseeufer,1909-1905,Jean Gaberell,,Switzerland,Canton de Vaud,Montreux,46.43301,6.91143,3,True,0,0.25
"Montreux-Rouvenaz, Ortsteilansicht",Blick vom See her auf Montreux,46.4310831,6.9129921,Nein,Montreux,lcmt-nabi-pctmp_ead_wehr_7993-B_pctmp.jpg,1909-05,,helveticarchives.org,Jean Gaberell,https://commons.wikimedia.org/entity/M144444968,"Montreux-Rouvenaz, Ortsteilansicht",Blick vom See her auf Montreux,1909-1905,Jean Gaberell,,Switzerland,Canton de Vaud,Montreux,46.43301,6.91143,3,True,0,0.25
"Montreux, Ortsteilansicht",Blick vom See her auf Montreux,46.4310831,6.9129921,Nein,Montreux,lcmt-nabi-pctmp_ead_wehr_7994-B_pctmp.jpg,1909-05,,helveticarchives.org,Jean Gaberell,https://commons.wikimedia.org/entity/M144444947,"Montreux, Ortsteilansicht",Blick vom See her auf Montreux,1909-1905,Jean Gaberell,,Switzerland,Canton de Vaud,Montreux,46.43301,6.91143,3,True,0,0.25
"Glion, Ortsgesamtansicht",Blick auf Glion und den Genfersee,46.4310831,6.9129921,Nein,Montreux,lcmt-nabi-pctmp_ead_wehr_7995-B_pctmp.jpg,1909-05,,helveticarchives.org,Jean Gaberell,https://commons.wikimedia.org/entity/M144444939,"Glion, Ortsgesamtansicht",Blick auf Glion und den Genfersee,1909-1905,Jean Gaberell,,Switzerland,Canton de Vaud,Montreux,46.43301,6.91143,3,True,0,0.25
"Glion, Ortsteilansicht",Blick auf Glion und den Genfersee,46.4310831,6.9129921,Nein,Montreux,lcmt-nabi-pctmp_ead_wehr_7996-B_pctmp.jpg,1909-05,,helveticarchives.org,Jean Gaberell,https://commons.wikimedia.org/entity/M144444921,"Glion, Ortsteilansicht",Blick auf Glion und den Genfersee,1909-1905,Jean Gaberell,,Switzerland,Canton de Vaud,Montreux,46.43301,6.91143,3,True,0,0.25
"Glion, Montreux-Territet-Glion-Rochers-de-Naye-Bahn, Teilansicht","Blick von Bahntrassee bei Glion auf den Lac Léman und die Riviera, rechts im Bild ein Bahnwagen",46.775575,9.2054956,Nein,Glion,lcmt-nabi-pctmp_ead_wehr_7997-B_pctmp.jpg,1909-05,,helveticarchives.org,Jean Gaberell,https://commons.wikimedia.org/entity/M144444901,"Glion, Montreux-Territet-Glion-Rochers-de-Naye-Bahn","Blick von Bahntrassee bei Glion auf den Lac Léman und die Riviera, rechts im Bild ein Bahnwagen",1909-1905,Jean Gaberell,,Switzerland,Kanton Graubünden,Glion,46.4336,6.92619,3,True,0,178.22
"Glion, Montreux-Territet-Glion-Rochers-de-Naye-Bahn, Teilansicht","Blick von Bahntrassee bei Glion auf den Lac Léman und die Riviera, rechts im Bild ein Bahnwagen",46.775575,9.2054956,Nein,Glion,lcmt-nabi-pctmp_ead_wehr_7998-B_pctmp.jpg,1909-05,,helveticarchives.org,Jean Gaberell,https://commons.wikimedia.org/entity/M144444866,"Glion, Montreux-Territet-Glion-Rochers-de-Naye-Bahn","Blick von Bahntrassee bei Glion auf den Lac Léman und die Riviera, rechts im Bild ein Bahnwagen",1909-1905,Jean Gaberell,,Switzerland,Kanton Graubünden,Glion,46.4336,6.92619,3,True,0,178.22
"Montreux, Ortsteilansicht",Gebäude am Mont Fleuri in Montreux,46.4310831,6.9129921,Nein,Montreux,lcmt-nabi-pctmp_ead_wehr_7999-B_pctmp.jpg,1909,,helveticarchives.org,Jean Gaberell,https://commons.wikimedia.org/entity/M144444818,"Montreux, Ortsteilansicht",Gebäude am Mont Fleuri in Montreux,1909,Jean Gaberell,,Switzerland,Canton de Vaud,Montreux,46.43301,6.91143,3,True,0,0.25
"Wehntal, Frau in Zürcher Tracht, Teilansicht",Junge Wehntalerin in Tracht,47.4825728,8.4363404,Nein,Wehntal,lcmt-nabi-pctmp_ead_wehr_8-B_pctmp.jpg,circa 1905,,helveticarchives.org,unknown|photographer,https://commons.wikimedia.org/entity/M144277473,"Wehntal, Frau in Zürcher Tracht",Junge Wehntalerin in Tracht,1905,,,Switzerland,,Wehntal,47.500568,8.3997669,2,True,1,3.4
"Appenzell Innerrhoden, Frau in Appenzeller Tracht, Gesamtansicht",Junge Frau mit Innerrhoder Tracht,47.3007262,9.3991527,Nein,Kanton Appenzell Innerrhoden,lcmt-nabi-pctmp_ead_wehr_80-B_pctmp.jpg,circa 1905,,helveticarchives.org,unknown|photographer,https://commons.wikimedia.org/entity/M143742924,"Appenzell Innerrhoden, Frau in Appenzeller Tracht",Junge Frau mit Innerrhoder Tracht,1905,,,Switzerland,,Kanton Appenzell Innerrhoden,47.3007262,9.3991527,2,True,1,0.0
"St. Moritz, Ortsgesamtansicht",Blick auf St. Moritz und den St. Moritzersee,46.4978958,9.8392428,Nein,St. Moritz,lcmt-nabi-pctmp_ead_wehr_8067-B_pctmp.jpg,1910,,helveticarchives.org,Albert Steiner,https://commons.wikimedia.org/entity/M144748219,"St. Moritz, Ortsgesamtansicht",Blick auf St. Moritz und den St. Moritzersee,1910,Albert Steiner,,Switzerland,Kanton Graubünden,St. Moritz,46.49937,9.84327,3,True,0,0.35
"Silvaplanersee, Landschaft",Der Silvaplanersee mit Blick gegen Piz la Margna,46.4482753,9.7944684,Nein,Silvaplanersee,lcmt-nabi-pctmp_ead_wehr_8069-B_pctmp.jpg,1910,,helveticarchives.org,Albert Steiner,https://commons.wikimedia.org/entity/M144748277,"Silvaplanersee, Landschaft",Der Silvaplanersee mit Blick gegen Piz la Margna,1910,Albert Steiner,,Switzerland,,Silvaplanersee,46.45167,9.79689,5,False,0,0.42
"St. Moritz, Bergsee mit Hirtenjungen und Kühen, Panorama",Hirtenjungen mit Kuhherde beim Rasten an einem Bergsee bei St. Moritz. Blick auf Piz Corvatsch und Piz de la Margna,46.4978958,9.8392428,Nein,St. Moritz,lcmt-nabi-pctmp_ead_wehr_8070-B_pctmp.jpg,1910,,helveticarchives.org,Albert Steiner,https://commons.wikimedia.org/entity/M144748352,"St. Moritz, Bergsee mit Hirtenjungen und Kühen",Hirtenjungen mit Kuhherde beim Rasten an einem Bergsee bei St. Moritz. Blick auf Piz Corvatsch und Piz de la Margna,1910,Albert Steiner,,Switzerland,Kanton Graubünden,St. Moritz,46.49937,9.84327,3,True,0,0.35
"Silvaplaner- und Silsersee, Landschaft",Blick vom Hahnensee gegen Maloja,46.4482753,9.7944684,Nein,Silvaplanersee,lcmt-nabi-pctmp_ead_wehr_8071-B_pctmp.jpg,1910,,helveticarchives.org,Albert Steiner,https://commons.wikimedia.org/entity/M144748413,"Silvaplaner- und Silsersee, Landschaft",Blick vom Hahnensee gegen Maloja,1910,Albert Steiner,,Switzerland,,Silvaplanersee,46.45167,9.79689,5,False,0,0.42
"Appenzell Innerrhoden, Frau in Appenzeller Tracht, Teilansicht",Junge Frau mit Innerrhoder Tracht beim Sticken mit einem Stickrahmen,47.3007262,9.3991527,Nein,Kanton Appenzell Innerrhoden,lcmt-nabi-pctmp_ead_wehr_81-B_pctmp.jpg,circa 1905,,helveticarchives.org,unknown|photographer,https://commons.wikimedia.org/entity/M143743350,"Appenzell Innerrhoden, Frau in Appenzeller Tracht",Junge Frau mit Innerrhoder Tracht beim Sticken mit einem Stickrahmen,1905,,,Switzerland,,Kanton Appenzell Innerrhoden,47.3007262,9.3991527,2,True,1,0.0
"Parpan, Ortsgesamtansicht",Blick auf Parpan,46.7596313,9.5598212,Nein,Parpan,lcmt-nabi-pctmp_ead_wehr_8182-B_pctmp.jpg,1911-12,,helveticarchives.org,unknown|photographer,https://commons.wikimedia.org/entity/M144748555,"Parpan, Ortsgesamtansicht",Blick auf Parpan,1911-1912,,,Switzerland,Kanton Graubünden,Parpan,46.76015,9.55708,3,True,0,0.22
"Lenzerheide, Skisport","Blick über Skipiste, darauf einige Skifahrer, zwei Holzhütten im Hintergrund",46.7280297,9.5584408,Nein,Lenzerheide,lcmt-nabi-pctmp_ead_wehr_8184-B_pctmp.jpg,1911,,helveticarchives.org,Artur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M144748715,"Lenzerheide, Skisport","Blick über Skipiste, darauf einige Skifahrer, zwei Holzhütten im Hintergrund",1911,Artur Wehrli (1876-1915),,Switzerland,Kanton Graubünden,Lenzerheide,46.72215,9.55905,3,True,0,0.66
"Lenzerheide, Skisport","Blick über Skipiste, darauf einige Skifahrer, im Hintergrund Bergkette",46.7280297,9.5584408,Nein,Lenzerheide,lcmt-nabi-pctmp_ead_wehr_8185-B_pctmp.jpg,1911,,helveticarchives.org,Artur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M144748799,"Lenzerheide, Skisport","Blick über Skipiste, darauf einige Skifahrer, im Hintergrund Bergkette",1911,Artur Wehrli,,Switzerland,Kanton Graubünden,Lenzerheide,46.72215,9.55905,3,True,0,0.66
"Uetliberg, Panorama",Blick vom Uetliberg auf die Glarner Alpen,47.3518692,8.4874187,Nein,Uetliberg,lcmt-nabi-pctmp_ead_wehr_8187-B_pctmp.jpg,circa 1910,,helveticarchives.org,unknown|photographer,https://commons.wikimedia.org/entity/M144748859,"Uetliberg, Panorama",Blick vom Uetliberg auf die Glarner Alpen,1910,,,Switzerland,Kanton Zürich,Uetliberg,47.34946,8.49197,5,False,0,0.44
"Baden, St. Sebastianskapelle, Teilaussenansicht",Teilansicht von der St. Sebastianskapelle,48.0076713,16.2343693,Nein,Baden,lcmt-nabi-pctmp_ead_wehr_8188-B_pctmp.jpg,1909,,helveticarchives.org,Artur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M144748932,"Baden, St. Sebastianskapelle, Teilaussenansicht",Teilansicht von der St. Sebastianskapelle,1909,Artur Wehrli,,Switzerland,Kanton Aargau,Baden,47.47333,8.30592,3,True,0,595.57
"Campascio, Kapelle St. Antonio","Poschiavo, Aussenansicht der Kapelle St. Antonio von der Seite her",46.2445886,10.1316004,Nein,Campascio,lcmt-nabi-pctmp_ead_wehr_8191-B_pctmp.jpg,1910,,helveticarchives.org,Albert Steiner,https://commons.wikimedia.org/entity/M144749024,"Campascio, Kapelle St. Antonio","Poschiavo, Aussenansicht der Kapelle St. Antonio von der Seite her",1910,Albert Steiner,,Switzerland,Kanton Graubünden,Campascio,46.24705,10.12944,3,True,0,0.32
"Zürich, Teilansicht","Möwen über dem Zürichsee, Blick auf den Utoquai und das 1928 abgebrochene Rundpanorama",47.3744489,8.5410422,Nein,Zürich,lcmt-nabi-pctmp_ead_wehr_8192-B_pctmp.jpg,1910,,helveticarchives.org,Albert Steiner,https://commons.wikimedia.org/entity/M144749117,"Zürich, Teilansicht","Möwen über dem Zürichsee, Blick auf den Utoquai und das 1928 abgebrochene Rundpanorama",1910,Albert Steiner,,Switzerland,Kanton Zürich,Zürich,47.36667,8.55,3,True,0,1.1
"Schweiz, Landschaft [Lokalisierung unsicher]",Winterlandschaft,46.7985624,8.2319736,Nein,Schweiz,lcmt-nabi-pctmp_ead_wehr_8193-B_pctmp.jpg,1910,,helveticarchives.org,unknown|photographer,https://commons.wikimedia.org/entity/M144749172,"Schweiz, Landschaft [Lokalisierung unsicher]",Winterlandschaft,1910,,,Switzerland,,Schweiz,,,0,False,0,
"Schweiz, Landschaft [Lokalisierung unsicher]",Winterlandschaft,46.7985624,8.2319736,Nein,Schweiz,lcmt-nabi-pctmp_ead_wehr_8195-B_pctmp.jpg,1910,,helveticarchives.org,unknown|photographer,https://commons.wikimedia.org/entity/M144749226,"Schweiz, Landschaft [Lokalisierung unsicher]",Winterlandschaft,1910,,,Switzerland,,Schweiz,,,0,False,0,
"Luzern, Ortsteilansicht",Blick von Norden über den Vierwaldstättersee auf alten Bahnhof und Seebrücke,47.0505452,8.3054682,Nein,Luzern,lcmt-nabi-pctmp_ead_wehr_8199-B_pctmp.jpg,circa 1909,,helveticarchives.org,[?] Riffel,https://commons.wikimedia.org/entity/M144749553,"Luzern, Ortsteilansicht",Blick von Norden über den Vierwaldstättersee auf alten Bahnhof und Seebrücke,1909,Riffel,,Switzerland,Kanton Luzern,Luzern,47.05048,8.30635,3,True,0,0.07
"Appenzell Innerrhoden, Frau in Appenzeller Tracht, Gesamtansicht",Junge Frau mit Innerrhoder Tracht beim Sticken mit einem Stickrahmen,47.3007262,9.3991527,Nein,Kanton Appenzell Innerrhoden,lcmt-nabi-pctmp_ead_wehr_82-B_pctmp.jpg,circa 1905,,helveticarchives.org,unknown|photographer,https://commons.wikimedia.org/entity/M143743047,"Appenzell Innerrhoden, Frau in Appenzeller Tracht, Gesamtans",Junge Frau mit Innerrhoder Tracht beim Sticken mit einem Stickrahmen,1905,,,Switzerland,,Kanton Appenzell Innerrhoden,47.3007262,9.3991527,2,True,1,0.0
"Luzern, Museggmauer, Teilanischt",Blick von Westen auf die Museggmauer und einige Museggtürme,47.0505452,8.3054682,Nein,Luzern,lcmt-nabi-pctmp_ead_wehr_8200-B_pctmp.jpg,circa 1910,,helveticarchives.org,[?] Riffel,https://commons.wikimedia.org/entity/M144749621,"Luzern, Museggmauer, Teilanischt",Blick von Westen auf die Museggmauer und einige Museggtürme,1910,Riffel,,Switzerland,Kanton Luzern,Luzern,47.0551355,8.3071926,4,False,1,0.53
"Appenzell Innerrhoden, Frau in Appenzeller Tracht, Teilansicht","Sitzende Appenzellerin mit Innerrhoder Tracht, die ein Buch in den Händen hält",47.3007262,9.3991527,Nein,Kanton Appenzell Innerrhoden,lcmt-nabi-pctmp_ead_wehr_83-B_pctmp.jpg,circa 1905,,helveticarchives.org,unknown|photographer,https://commons.wikimedia.org/entity/M143743486,"Appenzell Innerrhoden, Frau in Appenzeller Tracht, Teilansic","Sitzende Appenzellerin mit Innerrhoder Tracht, die ein Buch in den Händen hält",1905,,,Switzerland,,Kanton Appenzell Innerrhoden,47.3007262,9.3991527,2,True,1,0.0
"Klosters-Serneus, Ortsgesamtansicht",Blick hinab auf Klosters auf die Quartiere Dörfli und Platz,46.8897289,9.838838,Nein,Klosters-Serneus,lcmt-nabi-pctmp_ead_wehr_8319-B_pctmp.jpg,circa 1905,,helveticarchives.org,Johann Pitschi,https://commons.wikimedia.org/entity/M144749820,"Klosters-Serneus, Ortsgesamtansicht",Blick hinab auf Klosters auf die Quartiere Dörfli und Platz,1905,Johann Pitschi,,Switzerland,,Klosters-Serneus,46.8905976,9.8516733,2,True,1,0.98
"Klosters, Ortsteilansicht",Ortsansicht von Klosters-Selfranga,46.8829097,9.8750678,Nein,Klosters,lcmt-nabi-pctmp_ead_wehr_8321-B_pctmp.jpg,1909,,helveticarchives.org,Johann Pitschi,https://commons.wikimedia.org/entity/M144749947,"Klosters, Ortsteilansicht",Ortsansicht von Klosters-Selfranga,1909,Johann Pitschi,,Switzerland,Kanton Graubünden,Klosters,46.86881,9.88151,3,True,0,1.64
"Klosters-Serneus, Ortsteilansicht","Ortsteilansicht von Klosters, darunter das Hotel Vereina, gegen die Silvrettagruppe",46.8897289,9.838838,Nein,Klosters-Serneus,lcmt-nabi-pctmp_ead_wehr_8322-B_pctmp.jpg,circa 1909,,helveticarchives.org,Johann Pitschi,https://commons.wikimedia.org/entity/M144750013,"Klosters-Serneus, Ortsteilansicht","Ortsteilansicht von Klosters, darunter das Hotel Vereina, gegen die Silvrettagruppe",1909,Johann Pitschi,,Switzerland,,Klosters-Serneus,46.8675463,9.8839572,4,False,1,4.22
"Klosters-Serneus, Landschaft",Blick auf eine Dorfpartie von Klosters und die umliegende Umgebung,46.8897289,9.838838,Nein,Klosters-Serneus,lcmt-nabi-pctmp_ead_wehr_8323-B_pctmp.jpg,circa 1905,,helveticarchives.org,Johann Pitschi,https://commons.wikimedia.org/entity/M144750091,"Klosters-Serneus, Landschaft",Blick auf eine Dorfpartie von Klosters und die umliegende Umgebung,1905,Johann Pitschi,,Switzerland,,Klosters-Serneus,46.8905976,9.8516733,2,True,1,0.98
"Klosters-Serneus, Ortsgesamtansicht",Blick auf Klosters und die umliegende Umgebung,46.8897289,9.838838,Nein,Klosters-Serneus,lcmt-nabi-pctmp_ead_wehr_8324-B_pctmp.jpg,circa 1908,,helveticarchives.org,Johann Pitschi,https://commons.wikimedia.org/entity/M144750160,"Klosters-Serneus, Ortsgesamtansicht",Blick auf Klosters und die umliegende Umgebung,1908,Johann Pitschi,,Switzerland,,Klosters-Serneus,46.8905976,9.8516733,2,True,1,0.98
"Küblis, Ortsgesamtansicht",Blick ins mittlere Prättigau von Strahlegg aus,46.9137767,9.7729879,Nein,Küblis,lcmt-nabi-pctmp_ead_wehr_8325-B_pctmp.jpg,circa 1909,,helveticarchives.org,Johann Pitschi,https://commons.wikimedia.org/entity/M144750257,"Küblis, Ortsgesamtansicht",Blick ins mittlere Prättigau von Strahlegg aus,1909,Johann Pitschi,,Switzerland,,Küblis,46.9137767,9.7729879,2,True,1,0.0
"Klosters-Serneus, Landschaft",Blick nach Klosters,46.8897289,9.838838,Nein,Klosters-Serneus,lcmt-nabi-pctmp_ead_wehr_8326-B_pctmp.jpg,circa 1908,,helveticarchives.org,Johann Pitschi,https://commons.wikimedia.org/entity/M144750389,"Klosters-Serneus, Landschaft",Blick nach Klosters,1908,Johann Pitschi,,Switzerland,,Klosters-Serneus,46.8905976,9.8516733,2,True,1,0.98
"Wiesen, Ortsteilansicht",Teilansicht von Wiesen mit dem Tinzenhorn und dem Piz d'Aela.,46.7031128,9.7128527,Nein,Wiesen GR,lcmt-nabi-pctmp_ead_wehr_8327-B_pctmp.jpg,circa 1909,,helveticarchives.org,Jakob Sigrist,https://commons.wikimedia.org/entity/M144750457,"Wiesen, Ortsteilansicht",Teilansicht von Wiesen mit dem Tinzenhorn und dem Piz d'Aela.,1909,Jakob Sigrist,,Switzerland,Kanton Graubünden,Wiesen,46.70388,9.71391,3,True,0,0.12
"Walenstadt, Ortsgesamtansicht","Blick auf Walenstadt (auch: Wallenstadt), im Hintergrund die Churfirsten (auch: Kurfirsten)",47.1229016,9.3140113,Nein,Walenstadt,lcmt-nabi-pctmp_ead_wehr_8365-B_pctmp.jpg,circa 1907,,helveticarchives.org,Artur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M144750528,"Walenstadt, Ortsgesamtansicht","Blick auf Walenstadt (auch: Wallenstadt), im Hintergrund die Churfirsten (auch: Kurfirsten)",1907,Artur Wehrli,,Switzerland,Kanton St. Gallen,Walenstadt,47.12411,9.31194,3,True,0,0.21
